,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.028000000000000004, 0.020396078054371138)","(0.022, 0.017204650534085254)","(0.012, 0.007483314773547883)"
recall,"(0.04919115971747551, 0.03341480071163364)","(0.06737297789929368, 0.04798943710751986)","(0.10560492139439508, 0.08019914195496726)","(0.11736962727674802, 0.06708736027328807)"
f1,"(0.0440837608275166, 0.028771741027762403)","(0.03952847519902021, 0.028564201080905547)","(0.03639483160829702, 0.028298146389739317)","(0.02176164328954743, 0.013462970802500885)"
ndcg,"(0.04275355616711595, 0.028308933819576942)","(0.053162900508158695, 0.044759601494966356)","(0.06986886334910207, 0.058987247415896844)","(0.07356004105884222, 0.05493812653563632)"
