,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.036, 0.019595917942265423)","(0.024, 0.011999999999999999)","(0.013000000000000001, 0.0074833147735478825)"
recall,"(0.04760542661000326, 0.03359462210493954)","(0.08421869892121608, 0.04974751887722915)","(0.10958101776179578, 0.05462495805058561)","(0.11827666993570882, 0.06637138952511219)"
f1,"(0.043374068995187, 0.028810957272287146)","(0.05034832078931097, 0.027988290019441416)","(0.039327400693877045, 0.019586560345079464)","(0.02340888150163362, 0.013427130262652569)"
ndcg,"(0.03819455792943304, 0.02242298835308867)","(0.05631305783569325, 0.021735237614425338)","(0.06754827585255556, 0.02596874345674337)","(0.07076230746163985, 0.029573909047395274)"
