,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.0024691358024691358, 0.0049382716049382715)"
recall,"(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)","(0.015384615384615385, 0.03076923076923077)"
f1,"(0.00634920634920635, 0.0126984126984127)","(0.0035398230088495583, 0.0070796460176991175)","(0.0018779342723004694, 0.0037558685446009393)","(0.00425531914893617, 0.00851063829787234)"
ndcg,"(0.03275467537135628, 0.06550935074271257)","(0.03275467537135628, 0.06550935074271257)","(0.03275467537135628, 0.06550935074271257)","(0.03275467537135628, 0.06550935074271257)"
