,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.025, 0.05000000000000001)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0037037037037037034, 0.007407407407407407)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.009233736619415192, 0.018467473238830384)","(0.0, 0.0)"
