,Top 50,Top 100,Top 200,Top N
precision,"(0.036000000000000004, 0.0265329983228432)","(0.022, 0.0132664991614216)","(0.011, 0.0066332495807108)","(0.02178217821782178, 0.013135147684575842)"
recall,"(0.09905572755417957, 0.06808190324290417)","(0.12010835913312694, 0.06673303335530865)","(0.12010835913312694, 0.06673303335530865)","(0.12010835913312694, 0.06673303335530865)"
f1,"(0.05271575493509303, 0.03806308663681951)","(0.03715152550852348, 0.022105840305468766)","(0.020142518975925956, 0.012058492521609303)","(0.03684040835042376, 0.021923158743517253)"
ndcg,"(0.1150716009195755, 0.09504434375661548)","(0.12360467236875487, 0.09001087407611494)","(0.12360467236875487, 0.09001087407611494)","(0.12360467236875487, 0.09001087407611494)"
