,Top 25,Top 50,Top 100,Top 200
precision,"(0.05600000000000001, 0.047999999999999994)","(0.028000000000000004, 0.023999999999999997)","(0.014000000000000002, 0.011999999999999999)","(0.008, 0.006782329983125268)"
recall,"(0.07575163398692811, 0.06323758250237758)","(0.07575163398692811, 0.06323758250237758)","(0.07575163398692811, 0.06323758250237758)","(0.08751633986928105, 0.07442042569601286)"
f1,"(0.06431893687707642, 0.054436698062244375)","(0.040847861532672766, 0.03472369692353567)","(0.023617267854555993, 0.020144677037329122)","(0.014654224142238348, 0.012419758308936506)"
ndcg,"(0.07950001610809565, 0.07030256413449908)","(0.07950001610809565, 0.07030256413449908)","(0.07950001610809565, 0.07030256413449908)","(0.08369730249445122, 0.07627981128306477)"
