,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.012, 0.016)","(0.012, 0.0074833147735478825)","(0.008, 0.005099019513592784)"
recall,"(0.03676470588235294, 0.04965277357686509)","(0.03676470588235294, 0.04965277357686509)","(0.07352941176470588, 0.04719648981141533)","(0.09779411764705882, 0.06366135535856872)"
f1,"(0.029036004645760744, 0.03891084637766018)","(0.018091361374943465, 0.024197829873718976)","(0.020630710285882703, 0.012918212651187158)","(0.014789213176309952, 0.009441016660501024)"
ndcg,"(0.024087256989447997, 0.03153824700612077)","(0.024087256989447997, 0.03153824700612077)","(0.03909221172629969, 0.025953800143609602)","(0.04791242356528776, 0.030376403022908234)"
