,Top 25,Top 50,Top 100,Top 200
precision,"(0.15999999999999998, 0.08390470785361213)","(0.08399999999999999, 0.038781438859330636)","(0.05600000000000001, 0.027276363393971714)","(0.034, 0.014628738838327793)"
recall,"(0.04005686485120364, 0.020479999649321592)","(0.042162128009098375, 0.018898176980543156)","(0.056333438638613356, 0.02694075616670966)","(0.06843870179650809, 0.028968466668302474)"
f1,"(0.06406836950259266, 0.03292695146796424)","(0.05613740782524812, 0.02541441645823328)","(0.056158200435428164, 0.02710241194175554)","(0.045425013490869526, 0.01943687480468619)"
ndcg,"(0.176228727440768, 0.0610688600252737)","(0.1140853570569363, 0.03586108133987735)","(0.08123599531238085, 0.026225681011830315)","(0.08622004346789791, 0.022714570078252783)"
