,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.006, 0.008)","(0.003, 0.004)"
recall,"(0.01111111111111111, 0.02222222222222222)","(0.01111111111111111, 0.02222222222222222)","(0.03222222222222222, 0.04394159985174486)","(0.03222222222222222, 0.04394159985174486)"
f1,"(0.009302325581395349, 0.018604651162790697)","(0.0058823529411764705, 0.011764705882352941)","(0.010112994350282487, 0.013531515744749744)","(0.00548790658882402, 0.007331180420198471)"
ndcg,"(0.013359023741301435, 0.02671804748260287)","(0.013359023741301435, 0.02671804748260287)","(0.022407252395802095, 0.034701912417007034)","(0.022407252395802095, 0.034701912417007034)"
