,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.016, 0.014966629547095765)","(0.01, 0.006324555320336759)","(0.007999999999999998, 0.004)"
recall,"(0.014814814814814814, 0.018144368465060578)","(0.028888888888888888, 0.027557148500353)","(0.03534050179211469, 0.023518711976891125)","(0.057051868331067436, 0.03130119340050923)"
f1,"(0.015384615384615382, 0.018842228790639827)","(0.020584415584415584, 0.019388962332921394)","(0.01557917708906469, 0.00996214561866506)","(0.014028029744438706, 0.007100198140938714)"
ndcg,"(0.017701970846682014, 0.02236887592449505)","(0.023274309489470003, 0.021720087403590087)","(0.026969618853817802, 0.018824768110184097)","(0.03606696404883632, 0.02219209285858526)"
