,Top 50,Top 100,Top 200,Top N
precision,"(0.044, 0.0233238075793812)","(0.032, 0.017204650534085254)","(0.017, 0.006782329983125268)","(0.02481751824817518, 0.009901211654197472)"
recall,"(0.08437606837606838, 0.04421830701020132)","(0.12288319088319088, 0.06538257921588557)","(0.13002604802604803, 0.05218705914401056)","(0.13002604802604803, 0.05218705914401056)"
f1,"(0.0578300296195033, 0.030529025547483553)","(0.05077025371828522, 0.027227687781208595)","(0.03006545029422152, 0.012000077183884513)","(0.04167382169576793, 0.016636401060525545)"
ndcg,"(0.10170855153664382, 0.06079805955416559)","(0.12084246239890353, 0.07001437127845672)","(0.12414954311756181, 0.06439322761166169)","(0.12414954311756181, 0.06439322761166169)"
