,Top 50,Top 100,Top 200,Top N
precision,"(0.11600000000000002, 0.029393876913398138)","(0.076, 0.007999999999999997)","(0.048, 0.006000000000000001)","(0.02142857142857143, 0.0031478440632573576)"
recall,"(0.047931674974404884, 0.01213893029102549)","(0.06278424820948027, 0.006225332439872219)","(0.07937375939104677, 0.010176025443747884)","(0.10911748360374765, 0.01586400060611109)"
f1,"(0.06783068120260984, 0.017175503694388992)","(0.06875872607012753, 0.0069910390828740055)","(0.059819233116034556, 0.007531399047396087)","(0.035821129552169304, 0.005249196429005051)"
ndcg,"(0.16047974376907334, 0.03940414509121225)","(0.11294389739876447, 0.017473364141171396)","(0.10847938908473556, 0.013422929660971385)","(0.12613576064467327, 0.013005346408791191)"
