,Top 50,Top 100,Top 200,Top N
precision,"(0.024, 0.008)","(0.012, 0.004)","(0.006, 0.002)","(0.023809523809523808, 0.015058465048420852)"
recall,"(0.14444444444444443, 0.053142017971413866)","(0.14444444444444443, 0.053142017971413866)","(0.14444444444444443, 0.053142017971413866)","(0.12222222222222223, 0.07925190343159504)"
f1,"(0.04114552893045004, 0.013912449625863734)","(0.02215426435609922, 0.007441774217723704)","(0.01152005888847994, 0.003855410071260862)","(0.03984313725490197, 0.025300166475404836)"
ndcg,"(0.11351090284687618, 0.05228089083099249)","(0.11351090284687618, 0.05228089083099249)","(0.11351090284687618, 0.05228089083099249)","(0.10513841144695682, 0.06491100051914865)"
