,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.016, 0.014966629547095765)","(0.016, 0.008)","(0.008, 0.004)"
recall,"(0.04395604395604395, 0.057731540820060205)","(0.08156288156288156, 0.06805874387131018)","(0.17075702075702073, 0.13172667988835454)","(0.17075702075702073, 0.13172667988835454)"
f1,"(0.023026315789473683, 0.02837349822743135)","(0.026495617575010975, 0.024088987136220773)","(0.029075575639647484, 0.015094878886389747)","(0.015231572317093083, 0.007766053496929177)"
ndcg,"(0.029331997347249943, 0.03608993073914069)","(0.0414900017801708, 0.042276960630406285)","(0.06211584446531029, 0.043253473598029855)","(0.06211584446531029, 0.043253473598029855)"
