,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.024, 0.019595917942265423)","(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)"
recall,"(0.07272727272727272, 0.06803013430498075)","(0.10909090909090909, 0.08907235428302467)","(0.14545454545454545, 0.1360602686099615)","(0.14545454545454545, 0.1360602686099615)"
f1,"(0.04444444444444444, 0.041573970964154904)","(0.039344262295081964, 0.03212445564305807)","(0.02882882882882883, 0.026966900084857234)","(0.015165876777251184, 0.014186378717626317)"
ndcg,"(0.10445231175272873, 0.09274760330198821)","(0.11947445010965659, 0.10969280625968156)","(0.13271078732061806, 0.11143318008269484)","(0.13271078732061806, 0.11143318008269484)"
