,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.008, 0.009797958971132713)","(0.006, 0.008)","(0.005, 0.006324555320336759)"
recall,"(0.02, 0.04)","(0.038181818181818185, 0.04685126809718228)","(0.05636363636363637, 0.07372049066441198)","(0.09454545454545454, 0.118055876950894)"
f1,"(0.011428571428571429, 0.022857142857142857)","(0.013224043715846994, 0.016197001538839663)","(0.010843570843570844, 0.014430933874074011)","(0.009496727600993002, 0.012003997583209082)"
ndcg,"(0.00936473093990113, 0.01872946187980226)","(0.016872974010743426, 0.020872523708711916)","(0.023893968409008683, 0.030381950377182783)","(0.03507308978033176, 0.04362815213424644)"
