,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.004898979485566356)","(0.004, 0.002)"
recall,"(0.03333333333333333, 0.06666666666666667)","(0.03333333333333333, 0.06666666666666667)","(0.06666666666666667, 0.0816496580927726)","(0.13333333333333333, 0.06666666666666667)"
f1,"(0.012903225806451613, 0.02580645161290323)","(0.007142857142857143, 0.014285714285714285)","(0.007547169811320755, 0.009243357519936522)","(0.007766990291262136, 0.003883495145631068)"
ndcg,"(0.013032376591037065, 0.026064753182074133)","(0.013032376591037065, 0.026064753182074133)","(0.022401696722106165, 0.02804102317348844)","(0.03946202615694418, 0.021433358033759686)"
