,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.016, 0.008)","(0.008, 0.004)","(0.004, 0.002)"
recall,"(0.1, 0.12247448713915891)","(0.19, 0.09695359714832658)","(0.19, 0.09695359714832658)","(0.19, 0.09695359714832658)"
f1,"(0.02758620689655173, 0.03378606541769901)","(0.029494949494949498, 0.014749780733876887)","(0.015347985347985349, 0.007674320501447111)","(0.007833572453371592, 0.003916830021319758)"
ndcg,"(0.1082799336439814, 0.15269629227442483)","(0.1378677659125463, 0.13500539632427747)","(0.1378677659125463, 0.13500539632427747)","(0.1378677659125463, 0.13500539632427747)"
