,Top 25,Top 50,Top 100,Top 200
precision,"(0.05600000000000001, 0.040792156108742275)","(0.08, 0.04195235392680606)","(0.064, 0.0265329983228432)","(0.042, 0.01503329637837291)"
recall,"(0.010452301195900212, 0.007574123532103512)","(0.029828613794286883, 0.01560003103826306)","(0.0477558065987706, 0.020081955181963557)","(0.06263157522236414, 0.022669710976489746)"
f1,"(0.017615487843738356, 0.012774409691212954)","(0.04345151832506796, 0.022738685452868335)","(0.05469257080582897, 0.022857282880377843)","(0.05027725960960382, 0.018072327290963114)"
ndcg,"(0.04403760204283781, 0.03156452577631748)","(0.06724181783489407, 0.03479419938376842)","(0.06028604201098523, 0.024320720077860347)","(0.05750476954732179, 0.02106265743719976)"
