,Top 50,Top 100,Top 200,Top N
precision,"(0.032, 0.027129319932501072)","(0.018, 0.0132664991614216)","(0.012, 0.00812403840463596)","(0.01834862385321101, 0.012974436352046743)"
recall,"(0.07732968785600365, 0.06571809466763044)","(0.08642059694691274, 0.06379575562274856)","(0.11412622465254044, 0.07681823114159968)","(0.09551150603782183, 0.06694838257198348)"
f1,"(0.04524052527726747, 0.03838285146504197)","(0.02978189514526851, 0.021954809211047466)","(0.021711750801194796, 0.014691310775850435)","(0.030771432765707575, 0.02172558802826582)"
ndcg,"(0.0727817389991248, 0.0654456473143441)","(0.07711210727367548, 0.0631760224309904)","(0.08854526956459113, 0.0631024670693844)","(0.0811079265178352, 0.06208799859553717)"
