,Top 25,Top 50,Top 100,Top 200
precision,"(0.088, 0.02993325909419153)","(0.048, 0.00979795897113271)","(0.034, 0.01019803902718557)","(0.017, 0.005099019513592785)"
recall,"(0.2018181818181818, 0.06515081042606878)","(0.22181818181818183, 0.04209395237378263)","(0.3163636363636363, 0.09797958971132713)","(0.3163636363636363, 0.09797958971132713)"
f1,"(0.12253968253968255, 0.041066654887061356)","(0.0789071038251366, 0.015888771012359564)","(0.06139230139230138, 0.018453642416170757)","(0.032263597382080796, 0.00968787839749561)"
ndcg,"(0.11716314601596593, 0.040999582059828725)","(0.12642064227420288, 0.028237590614146147)","(0.16094040292145984, 0.04013801917629697)","(0.16094040292145984, 0.04013801917629697)"
