,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.016, 0.014966629547095765)","(0.008, 0.0074833147735478825)","(0.004, 0.0037416573867739412)"
recall,"(0.07333333333333333, 0.09043106644167026)","(0.15333333333333332, 0.1484737163421339)","(0.15333333333333332, 0.1484737163421339)","(0.15333333333333332, 0.1484737163421339)"
f1,"(0.026236559139784944, 0.032140286782398976)","(0.028961038961038958, 0.027178563477496132)","(0.015202156334231807, 0.014244505936463184)","(0.0077954061094009, 0.007298287565687203)"
ndcg,"(0.08234560728884725, 0.13144712987601045)","(0.10752828348099797, 0.14898905385492772)","(0.10752828348099797, 0.14898905385492772)","(0.10752828348099797, 0.14898905385492772)"
