,Top 50,Top 100,Top 200,Top N
precision,"(0.03333333333333333, 0.06666666666666667)","(0.03333333333333333, 0.06666666666666667)","(0.03333333333333333, 0.06666666666666667)","(0.0, 0.0)"
recall,"(0.004, 0.008)","(0.002, 0.004)","(0.001, 0.002)","(0.0, 0.0)"
f1,"(0.007142857142857143, 0.014285714285714285)","(0.0037735849056603774, 0.007547169811320754)","(0.001941747572815534, 0.003883495145631068)","(0.0, 0.0)"
ndcg,"(0.02606475318207413, 0.05212950636414826)","(0.02606475318207413, 0.05212950636414826)","(0.02606475318207413, 0.05212950636414826)","(0.0, 0.0)"
