,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.002, 0.004)","(0.003, 0.004)","(0.0064516129032258064, 0.012903225806451615)"
recall,"(0.02857142857142857, 0.05714285714285714)","(0.02857142857142857, 0.05714285714285714)","(0.09047619047619046, 0.11703053073756674)","(0.02857142857142857, 0.05714285714285714)"
f1,"(0.007017543859649124, 0.014035087719298248)","(0.0037383177570093455, 0.00747663551401869)","(0.005806481872332442, 0.007734180142604778)","(0.010526315789473686, 0.02105263157894737)"
ndcg,"(0.014071360647941433, 0.028142721295882862)","(0.014071360647941433, 0.028142721295882862)","(0.030244774599261788, 0.042855600930770385)","(0.014071360647941433, 0.028142721295882862)"
