,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.004)","(0.002, 0.002449489742783178)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.03333333333333333, 0.06666666666666667)","(0.07333333333333333, 0.09043106644167025)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0037735849056603774, 0.007547169811320754)","(0.0038929670850106554, 0.004767914993113192)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.009129163834157399, 0.0182583276683148)","(0.01808867391931856, 0.022155634548022416)"
