,Top 50,Top 100,Top 200,Top N
precision,"(0.00909090909090909, 0.01818181818181818)","(0.02727272727272727, 0.05454545454545454)","(0.03636363636363636, 0.07272727272727272)","(0.02727272727272727, 0.05454545454545454)"
recall,"(0.004, 0.008)","(0.006, 0.012)","(0.004, 0.008)","(0.005172413793103448, 0.010344827586206896)"
f1,"(0.005555555555555555, 0.01111111111111111)","(0.009836065573770491, 0.019672131147540982)","(0.007207207207207207, 0.014414414414414415)","(0.008695652173913044, 0.017391304347826087)"
ndcg,"(0.006351522989871909, 0.012703045979743819)","(0.02319492112363354, 0.04638984224726708)","(0.029420839862572247, 0.058841679725144494)","(0.02319492112363354, 0.04638984224726708)"
