,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132711)","(0.008, 0.0074833147735478825)","(0.006, 0.0058309518948453)","(0.0075, 0.007288689868556625)"
recall,"(0.014039408866995073, 0.01719910369467595)","(0.02784893267651888, 0.02654956614871129)","(0.04118226600985222, 0.039525197760133045)","(0.04118226600985222, 0.039525197760133045)"
f1,"(0.010191496267445635, 0.01248240476907177)","(0.012427698270721526, 0.011673736668727504)","(0.010472888125002081, 0.010160566713203346)","(0.012687510739022495, 0.012304777507730938)"
ndcg,"(0.008763023962082717, 0.010919042670760092)","(0.015253064282602879, 0.01528989016533837)","(0.021007318770604546, 0.01935933348966921)","(0.021007318770604546, 0.01935933348966921)"
