,Top 25,Top 50,Top 100,Top 200
precision,"(0.088, 0.058787753826796275)","(0.05600000000000001, 0.03440930106817051)","(0.028000000000000004, 0.017204650534085254)","(0.02, 0.01)"
recall,"(0.30357142857142855, 0.20516295166207243)","(0.3821428571428572, 0.22463121705023412)","(0.3821428571428572, 0.22463121705023412)","(0.5578571428571429, 0.2323833918685381)"
f1,"(0.13636363636363638, 0.09126351366027848)","(0.09764065335753176, 0.059600878236670526)","(0.05216337833160263, 0.03193802516173326)","(0.038601163770835036, 0.0191979747000778)"
ndcg,"(0.1884834957269416, 0.12130437778327373)","(0.21857414137568867, 0.14423361467753187)","(0.21857414137568867, 0.14423361467753187)","(0.26406040632659933, 0.15602754135628732)"
