,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.008, 0.009797958971132713)","(0.004, 0.004898979485566357)","(0.002, 0.0024494897427831783)"
recall,"(0.09, 0.11135528725660043)","(0.09, 0.11135528725660043)","(0.09, 0.11135528725660043)","(0.09, 0.11135528725660043)"
f1,"(0.027126436781609198, 0.03323091678086005)","(0.014680134680134679, 0.017980680693094827)","(0.007655677655677656, 0.009376430821502496)","(0.003912003825920612, 0.004791230490656554)"
ndcg,"(0.06825167496775146, 0.08502194187880242)","(0.06825167496775146, 0.08502194187880242)","(0.06825167496775146, 0.08502194187880242)","(0.06825167496775146, 0.08502194187880242)"
