,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.008, 0.009797958971132711)","(0.004, 0.004898979485566356)","(0.002, 0.002449489742783178)"
recall,"(0.015384615384615385, 0.03076923076923077)","(0.03076923076923077, 0.03768445758127967)","(0.03076923076923077, 0.03768445758127967)","(0.03076923076923077, 0.03768445758127967)"
f1,"(0.010526315789473686, 0.02105263157894737)","(0.0126984126984127, 0.015552315827194784)","(0.007079646017699117, 0.00867076015144488)","(0.003755868544600939, 0.004599980737620992)"
ndcg,"(0.011781210270929885, 0.02356242054185977)","(0.01854234616153347, 0.024056823745482767)","(0.01854234616153347, 0.024056823745482767)","(0.01854234616153347, 0.024056823745482767)"
