,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.009797958971132711)","(0.004, 0.004898979485566356)","(0.002, 0.002449489742783178)","(0.004878048780487805, 0.005974365226300435)"
recall,"(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)"
f1,"(0.012121212121212121, 0.014845392380504112)","(0.006896551724137933, 0.008446516354424753)","(0.0037037037037037034, 0.0045360921162651445)","(0.00816326530612245, 0.00999791731748236)"
ndcg,"(0.013031689972203987, 0.0160555350414045)","(0.013031689972203987, 0.0160555350414045)","(0.013031689972203987, 0.0160555350414045)","(0.013031689972203987, 0.0160555350414045)"
