,Top 25,Top 50,Top 100,Top 200
precision,"(0.04, 0.025298221281347035)","(0.028000000000000004, 0.016)","(0.014000000000000002, 0.008)","(0.008, 0.004)"
recall,"(0.06102941176470589, 0.03956948249139326)","(0.08529411764705883, 0.04934694628106623)","(0.08529411764705883, 0.04934694628106623)","(0.09705882352941177, 0.04864069237806244)"
f1,"(0.04831591173054588, 0.030856735773344614)","(0.04215287200361827, 0.024154508223445458)","(0.02404951370468612, 0.013764104323048481)","(0.01478067929680833, 0.007390438191390383)"
ndcg,"(0.049856622925031846, 0.047532475792666534)","(0.06220167610691969, 0.04667068716071332)","(0.06220167610691969, 0.04667068716071332)","(0.06661607872137203, 0.044794311904340474)"
