,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.032)","(0.02, 0.012649110640673518)","(0.012, 0.0074833147735478825)","(0.006999999999999999, 0.002449489742783178)"
recall,"(0.03636363636363636, 0.07272727272727272)","(0.0750937950937951, 0.059152964330762656)","(0.08842712842712844, 0.06313050669449886)","(0.09953823953823952, 0.05014220515311788)"
f1,"(0.02222222222222222, 0.04444444444444444)","(0.03140095319338328, 0.02077585153244418)","(0.021062331384636777, 0.013306972062620506)","(0.01305128307601781, 0.0046800413033132714)"
ndcg,"(0.014293309550925245, 0.02858661910185049)","(0.03174001679542099, 0.022874949700131042)","(0.03678612217505257, 0.024310862247942516)","(0.041233654998856964, 0.018518240857210405)"
