,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.028000000000000004, 0.020396078054371138)","(0.022, 0.017204650534085257)","(0.011, 0.008602325267042629)"
recall,"(0.018614718614718615, 0.022808553891462323)","(0.06780587833219412, 0.05026438380848915)","(0.10503531556163134, 0.08157051460268767)","(0.10503531556163134, 0.08157051460268767)"
f1,"(0.017206290471785384, 0.021075346332504186)","(0.039606722460366055, 0.028989054030921176)","(0.03636636879382562, 0.02840733700267522)","(0.019909948999392996, 0.01556056939873116)"
ndcg,"(0.01632730881559633, 0.021143799890294367)","(0.04138786277883423, 0.033662747737843876)","(0.05834377961995881, 0.04732948872124208)","(0.05834377961995881, 0.04732948872124208)"
