,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265426)","(0.02, 0.012649110640673518)","(0.01, 0.006324555320336759)","(0.005, 0.0031622776601683794)"
recall,"(0.05454545454545454, 0.04453617714151233)","(0.09272727272727273, 0.05761083461001767)","(0.09272727272727273, 0.05761083461001767)","(0.09272727272727273, 0.05761083461001767)"
f1,"(0.03333333333333333, 0.02721655269759087)","(0.03289617486338797, 0.020737398933644742)","(0.01805077805077805, 0.011395783527166288)","(0.009487700293387497, 0.005994866353613542)"
ndcg,"(0.0687232836467178, 0.07610432053400923)","(0.08568943369316182, 0.08600512074240486)","(0.08568943369316182, 0.08600512074240486)","(0.08568943369316182, 0.08600512074240486)"
