,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.002, 0.002449489742783178)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.07333333333333333, 0.09043106644167025)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0038929670850106554, 0.004767914993113192)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.016590399451893327, 0.020324228420364836)","(0.0, 0.0)"
