,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.002, 0.004)","(0.002, 0.002449489742783178)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.04, 0.08)","(0.08, 0.09797958971132714)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.003809523809523809, 0.007619047619047617)","(0.003902439024390244, 0.004779492181040347)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.011530878294932712, 0.023061756589865427)","(0.021458162491532658, 0.026402800823966534)","(0.0, 0.0)"
