,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265426)","(0.02, 0.012649110640673518)","(0.012, 0.009797958971132711)","(0.008, 0.005099019513592784)"
recall,"(0.053030303030303025, 0.04338733655538289)","(0.08787878787878786, 0.05761561618736831)","(0.10606060606060605, 0.08976553480968862)","(0.14090909090909093, 0.09261034418143106)"
f1,"(0.03303303303303303, 0.026976930548319168)","(0.03257535695399259, 0.02073786522230738)","(0.021557271557271555, 0.017667286435937405)","(0.015139050344272556, 0.009664700034694686)"
ndcg,"(0.03305817882503553, 0.028395674323687625)","(0.04780166272586664, 0.03533200641255715)","(0.05375198178293524, 0.04600792299859182)","(0.06421357449697332, 0.04640939884694216)"
