,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.0, 0.0)","(0.004, 0.004898979485566357)","(0.005, 0.00447213595499958)"
recall,"(0.0, 0.0)","(0.0, 0.0)","(0.038181818181818185, 0.04685126809718228)","(0.09272727272727273, 0.08139283376581598)"
f1,"(0.0, 0.0)","(0.0, 0.0)","(0.0072399672399672405, 0.008867264037067148)","(0.009487700293387497, 0.008478002077508888)"
ndcg,"(0.0, 0.0)","(0.0, 0.0)","(0.013270174385034656, 0.01626674904294888)","(0.0310947783346008, 0.027152730065274223)"
