,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.032)","(0.02, 0.012649110640673518)","(0.014000000000000002, 0.004898979485566357)","(0.014000000000000002, 0.009695359714832657)"
recall,"(0.010229885057471263, 0.013737435557083826)","(0.017191144137374412, 0.010911576962434392)","(0.024029250507917953, 0.008307247669008594)","(0.047933400128023156, 0.03285044927748348)"
f1,"(0.014344436569808647, 0.019221665381824248)","(0.018487080720073622, 0.011714353848499526)","(0.017690485813843828, 0.006162615125862993)","(0.021669696386266153, 0.014972223710208971)"
ndcg,"(0.024042002706185804, 0.02978983821224117)","(0.020841047016266538, 0.015130429428506115)","(0.023019758685681284, 0.009864667547720684)","(0.0364278814889873, 0.01953241444587116)"
