,Top 50,Top 100,Top 200,Top N
precision,"(0.044, 0.014966629547095765)","(0.030000000000000006, 0.010954451150103323)","(0.016, 0.0058309518948453)","(0.04814814814814815, 0.014814814814814814)"
recall,"(0.2018181818181818, 0.06515081042606878)","(0.2781818181818182, 0.10018165319240661)","(0.2963636363636364, 0.10564246579151963)","(0.24, 0.07032392583932259)"
f1,"(0.07224043715846994, 0.0243605552243904)","(0.054152334152334156, 0.019738728527137157)","(0.03035883547731889, 0.01104942450914015)","(0.08019230769230769, 0.024473751184512355)"
ndcg,"(0.11209832095849634, 0.04117563506136819)","(0.14094993758187802, 0.04914917220189938)","(0.14677555762273434, 0.05274263903588577)","(0.12702245655864722, 0.04224388366703176)"
