,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.019595917942265426)","(0.012, 0.009797958971132713)","(0.014000000000000002, 0.011999999999999999)","(0.009, 0.0058309518948453)"
recall,"(0.023384615384615386, 0.019101720855592315)","(0.023384615384615386, 0.019101720855592315)","(0.05476923076923077, 0.04740459119402033)","(0.07115719063545149, 0.045176098776590394)"
f1,"(0.02368627450980392, 0.019341882530884206)","(0.015859649122807018, 0.012949983095470678)","(0.0222984126984127, 0.019149543174167095)","(0.0159766128285514, 0.010328378140336474)"
ndcg,"(0.023470180953478168, 0.020652332081755632)","(0.02287848026203545, 0.02013167145298155)","(0.03830982791742643, 0.0317160834122391)","(0.045248473541816644, 0.031815107295392685)"
