,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.004, 0.004898979485566357)","(0.002, 0.0024494897427831783)","(0.0, 0.0)"
recall,"(0.03333333333333333, 0.06666666666666667)","(0.07333333333333333, 0.09043106644167026)","(0.07333333333333333, 0.09043106644167026)","(0.0, 0.0)"
f1,"(0.007142857142857143, 0.014285714285714285)","(0.007583108715184186, 0.009287547345315705)","(0.0038929670850106554, 0.004767914993113192)","(0.0, 0.0)"
ndcg,"(0.011617434393225615, 0.023234868786451233)","(0.022066229220864847, 0.027088595462431402)","(0.022066229220864847, 0.027088595462431402)","(0.0, 0.0)"
