,Top 50,Top 100,Top 200,Top N
precision,"(0.012, 0.024)","(0.008, 0.016)","(0.005, 0.007745966692414835)","(0.013793103448275862, 0.027586206896551724)"
recall,"(0.05, 0.10000000000000002)","(0.06666666666666667, 0.13333333333333333)","(0.08333333333333333, 0.12909944487358058)","(0.06666666666666667, 0.13333333333333333)"
f1,"(0.01935483870967742, 0.038709677419354833)","(0.014285714285714285, 0.02857142857142857)","(0.009433962264150943, 0.014615031495122327)","(0.02285714285714286, 0.045714285714285714)"
ndcg,"(0.027424359512027086, 0.05484871902405418)","(0.03424840031996542, 0.06849680063993084)","(0.0395486453061382, 0.06664182066390113)","(0.03424840031996542, 0.06849680063993084)"
