,Top 50,Top 100,Top 200,Top N
precision,"(0.0, 0.0)","(0.002, 0.004)","(0.002, 0.002449489742783178)","(0.0, 0.0)"
recall,"(0.0, 0.0)","(0.1, 0.20000000000000004)","(0.2, 0.24494897427831783)","(0.0, 0.0)"
f1,"(0.0, 0.0)","(0.00392156862745098, 0.00784313725490196)","(0.0039603960396039604, 0.004850474738184511)","(0.0, 0.0)"
ndcg,"(0.0, 0.0)","(0.011142908437169337, 0.022285816874338674)","(0.02164457813844486, 0.026528467953839598)","(0.0, 0.0)"
