,Top 50,Top 100,Top 200,Top N
precision,"(0.02, 0.01788854381999832)","(0.01, 0.00894427190999916)","(0.006, 0.0037416573867739412)","(0.011904761904761904, 0.010647942749998997)"
recall,"(0.061764705882352944, 0.055921039240681016)","(0.061764705882352944, 0.055921039240681016)","(0.07352941176470588, 0.04719648981141533)","(0.061764705882352944, 0.055921039240681016)"
f1,"(0.03021257349615559, 0.02710445804978838)","(0.017211906867079286, 0.015421271118756638)","(0.011094043352107869, 0.006933586721295853)","(0.01996039603960396, 0.017888719179827164)"
ndcg,"(0.03600213167486567, 0.030940465656232846)","(0.03600213167486567, 0.030940465656232846)","(0.04062325002523885, 0.026645658775616723)","(0.03600213167486567, 0.030940465656232846)"
