,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.014966629547095765)","(0.01, 0.006324555320336759)","(0.005, 0.0031622776601683794)","(0.011764705882352941, 0.007440653318043245)"
recall,"(0.051050420168067226, 0.047236683694142315)","(0.06355042016806722, 0.039749764555513656)","(0.06355042016806722, 0.039749764555513656)","(0.06355042016806722, 0.039749764555513656)"
f1,"(0.024341361374943464, 0.022707772973381894)","(0.01727240293483488, 0.010905399751482194)","(0.00926803240641046, 0.005856222130803692)","(0.019843160786666904, 0.012525382880569305)"
ndcg,"(0.03323785793702079, 0.038388239428518815)","(0.03820908819352619, 0.03524263550584964)","(0.03820908819352619, 0.03524263550584964)","(0.03820908819352619, 0.03524263550584964)"
