,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.004, 0.008)","(0.005, 0.006324555320336759)"
recall,"(0.013333333333333332, 0.026666666666666665)","(0.013333333333333332, 0.026666666666666665)","(0.026666666666666665, 0.05333333333333333)","(0.06666666666666668, 0.08432740427115679)"
f1,"(0.01, 0.02)","(0.006153846153846154, 0.012307692307692306)","(0.006956521739130435, 0.01391304347826087)","(0.009302325581395349, 0.011766614549463737)"
ndcg,"(0.012154445947544073, 0.024308891895088145)","(0.012154445947544073, 0.024308891895088145)","(0.01814027254038243, 0.03628054508076486)","(0.03239873116120019, 0.04015205934381077)"
