,Top 50,Top 100,Top 200,Top N
precision,"(0.032, 0.009797958971132711)","(0.016, 0.004898979485566356)","(0.008, 0.002449489742783178)","(0.018181818181818184, 0.005567022142689042)"
recall,"(0.11064935064935064, 0.04506301055986174)","(0.11064935064935064, 0.04506301055986174)","(0.11064935064935064, 0.04506301055986174)","(0.11064935064935064, 0.04506301055986174)"
f1,"(0.049319505229582374, 0.01566304989553004)","(0.027841992401585934, 0.008679849391858676)","(0.014886145461338911, 0.0045980701855147495)","(0.031090121716502328, 0.009717221684971087)"
ndcg,"(0.05303424020145523, 0.020561796202324747)","(0.05303424020145523, 0.020561796202324747)","(0.05303424020145523, 0.020561796202324747)","(0.05303424020145523, 0.020561796202324747)"
