,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.014966629547095765)","(0.014000000000000002, 0.013564659966250536)","(0.008, 0.006782329983125268)","(0.007142857142857143, 0.014285714285714285)"
recall,"(0.14666666666666667, 0.14696938456699069)","(0.26, 0.27760883751542687)","(0.29333333333333333, 0.2743882083634224)","(0.04, 0.08)"
f1,"(0.02883116883116883, 0.027144410568857694)","(0.026558849955076368, 0.025869371215656967)","(0.015571868340042622, 0.013236654874933708)","(0.012121212121212121, 0.024242424242424242)"
ndcg,"(0.05215734051188703, 0.05308419223879934)","(0.08254626077248232, 0.08572295981347873)","(0.09078176512501682, 0.08460145378256738)","(0.01626696907768394, 0.03253393815536788)"
