,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.008)","(0.016, 0.010198039027185569)","(0.011, 0.0066332495807108)","(0.0125, 0.007967217989988727)"
recall,"(0.03208026755852843, 0.01614448027509658)","(0.06416053511705685, 0.040426389274127505)","(0.08824080267558529, 0.05304118220135717)","(0.06416053511705685, 0.040426389274127505)"
f1,"(0.021339101177601537, 0.010676856630468249)","(0.025602477739063108, 0.016270608768446854)","(0.019556190501386742, 0.011781710241744927)","(0.020916381804578145, 0.013299408504735204)"
ndcg,"(0.025366416250172625, 0.016412892604587743)","(0.04124343852144457, 0.025904472635021606)","(0.050978372871140584, 0.028467331929108095)","(0.04124343852144457, 0.025904472635021606)"
