,Top 50,Top 100,Top 200,Top N
precision,"(0.012, 0.009797958971132713)","(0.008, 0.0074833147735478825)","(0.005, 0.0031622776601683794)","(0.005128205128205128, 0.004796996649710181)"
recall,"(0.02126642771804062, 0.01745143095484847)","(0.027718040621266427, 0.0247562769852892)","(0.03461459234540436, 0.020513535805281324)","(0.027718040621266427, 0.0247562769852892)"
f1,"(0.015327881994548659, 0.012523924141483747)","(0.01240608282743283, 0.011478616085964882)","(0.008734157428923025, 0.0054762305280620545)","(0.008649659565763712, 0.008029314676011073)"
ndcg,"(0.01485620245179157, 0.012480395683978749)","(0.01833015223751406, 0.01719724418746654)","(0.021200510275293925, 0.014949007628808927)","(0.01833015223751406, 0.01719724418746654)"
