,Top 50,Top 100,Top 200,Top N
precision,"(0.08, 0.017888543819998323)","(0.064, 0.01019803902718557)","(0.05299999999999999, 0.009273618495495706)","(0.024350649350649352, 0.0035566399837997794)"
recall,"(0.03301090312345902, 0.007191907714425979)","(0.05290549905078824, 0.008495077955492395)","(0.08744734351671854, 0.014227397751853244)","(0.12383088656492389, 0.01714525103798632)"
f1,"(0.0467343554397725, 0.010256715914225003)","(0.05792278826326147, 0.009258230359895587)","(0.06599546030999058, 0.011238079227950405)","(0.04069697199583949, 0.005891387929633753)"
ndcg,"(0.1127050953736369, 0.04884938527194146)","(0.08807333008785288, 0.02922250660143669)","(0.09996103099355375, 0.027253713266634266)","(0.12140453577104612, 0.02171557488670813)"
