,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265423)","(0.008, 0.009797958971132711)","(0.004, 0.004898979485566356)","(0.002, 0.002449489742783178)"
recall,"(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)","(0.025, 0.03061862178478973)"
f1,"(0.019512195121951216, 0.023897460905201732)","(0.012121212121212121, 0.014845392380504112)","(0.006896551724137933, 0.008446516354424753)","(0.0037037037037037034, 0.0045360921162651445)"
ndcg,"(0.023947095920862038, 0.031677250573752244)","(0.023947095920862038, 0.031677250573752244)","(0.023947095920862038, 0.031677250573752244)","(0.023947095920862038, 0.031677250573752244)"
