,Top 50,Top 100,Top 200,Top N
precision,"(0.004, 0.008)","(0.004, 0.004898979485566357)","(0.004, 0.002)","(0.0025974025974025974, 0.005194805194805194)"
recall,"(0.013333333333333332, 0.026666666666666665)","(0.026666666666666665, 0.032659863237109045)","(0.05249999999999999, 0.026299556396765834)","(0.013333333333333332, 0.026666666666666665)"
f1,"(0.006153846153846154, 0.012307692307692306)","(0.006956521739130435, 0.008519964322724099)","(0.007433247200689061, 0.003716661027434879)","(0.004347826086956522, 0.008695652173913044)"
ndcg,"(0.0067424461734634945, 0.013484892346926987)","(0.012038448486335878, 0.014920350617255888)","(0.021468065422309716, 0.011370789747913536)","(0.0067424461734634945, 0.013484892346926987)"
