,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.004)"
recall,"(0.01, 0.02)","(0.01, 0.02)","(0.01, 0.02)","(0.02, 0.04)"
f1,"(0.008888888888888889, 0.017777777777777778)","(0.005714285714285714, 0.011428571428571429)","(0.003333333333333333, 0.006666666666666666)","(0.0036363636363636364, 0.007272727272727273)"
ndcg,"(0.009469335975577154, 0.01893867195115431)","(0.009469335975577154, 0.01893867195115431)","(0.009469335975577154, 0.01893867195115431)","(0.013700341209446845, 0.02740068241889369)"
