,Top 25,Top 50,Top 100,Top 200
precision,"(0.024, 0.048)","(0.02, 0.02190890230020664)","(0.016, 0.013564659966250536)","(0.008, 0.006782329983125268)"
recall,"(0.12, 0.24)","(0.18666666666666668, 0.2196967607104544)","(0.29333333333333333, 0.2743882083634224)","(0.29333333333333333, 0.2743882083634224)"
f1,"(0.039999999999999994, 0.07999999999999999)","(0.0361038961038961, 0.039835638026871456)","(0.030332434860736744, 0.02584839296846713)","(0.015571868340042622, 0.013236654874933708)"
ndcg,"(0.053220342003133046, 0.10644068400626609)","(0.07616076603712837, 0.09839327956889751)","(0.10790445289704542, 0.1134695412541511)","(0.10790445289704542, 0.1134695412541511)"
