,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.019595917942265426)","(0.014000000000000002, 0.010198039027185569)","(0.009, 0.007348469228349534)","(0.01818181818181818, 0.022268088570756166)"
recall,"(0.2, 0.24494897427831783)","(0.33999999999999997, 0.2596150997149434)","(0.44000000000000006, 0.37336309405188944)","(0.1, 0.12247448713915891)"
f1,"(0.029629629629629627, 0.036288736930121156)","(0.026886446886446886, 0.01962611246983967)","(0.017637494021999045, 0.014413981365034271)","(0.03076923076923077, 0.03768445758127967)"
ndcg,"(0.061987614491439115, 0.07617135660472546)","(0.09771929113975328, 0.07878306642068526)","(0.11763953739337984, 0.10207053123604196)","(0.03359070496432563, 0.04144402937036968)"
