,Top 25,Top 50,Top 100,Top 200
precision,"(0.016, 0.019595917942265426)","(0.012, 0.009797958971132711)","(0.006, 0.004898979485566356)","(0.004, 0.002)"
recall,"(0.1, 0.12247448713915891)","(0.13999999999999999, 0.11575836902790225)","(0.13999999999999999, 0.11575836902790225)","(0.19, 0.09695359714832658)"
f1,"(0.02758620689655173, 0.03378606541769901)","(0.022087542087542086, 0.018036078826661674)","(0.011501831501831502, 0.009391444216038379)","(0.007833572453371592, 0.003916830021319758)"
ndcg,"(0.060407847291122106, 0.07398420116160809)","(0.07352835504235629, 0.06765419173181364)","(0.07352835504235629, 0.06765419173181364)","(0.08510981203916645, 0.05839930889678725)"
