,Top 25,Top 50,Top 100,Top 200
precision,"(0.0, 0.0)","(0.008, 0.009797958971132713)","(0.004, 0.004898979485566357)","(0.004, 0.0037416573867739412)"
recall,"(0.0, 0.0)","(0.03666666666666667, 0.04521553322083513)","(0.03666666666666667, 0.04521553322083513)","(0.0715151515151515, 0.06398461706772925)"
f1,"(0.0, 0.0)","(0.013118279569892472, 0.016070143391199488)","(0.007207792207792207, 0.008828303584081734)","(0.00757408140757868, 0.00706701096050868)"
ndcg,"(0.0, 0.0)","(0.015252738992356773, 0.018799797192521867)","(0.015252738992356773, 0.018799797192521867)","(0.02660449488286861, 0.02386501742130377)"
