,Top 50,Top 100,Top 200,Top N
precision,"(0.008, 0.016)","(0.008, 0.0074833147735478825)","(0.006, 0.0037416573867739412)","(0.012903225806451613, 0.02580645161290323)"
recall,"(0.05714285714285714, 0.11428571428571428)","(0.12380952380952379, 0.11004019055515564)","(0.19714285714285715, 0.11506086331839205)","(0.05714285714285714, 0.11428571428571428)"
f1,"(0.014035087719298248, 0.028070175438596495)","(0.015023805325339446, 0.014006609047018061)","(0.01164119653015863, 0.007242877757684796)","(0.02105263157894737, 0.04210526315789474)"
ndcg,"(0.024281922749139106, 0.048563845498278205)","(0.04298419178022314, 0.04444488717601103)","(0.0603079830410466, 0.041934943375787855)","(0.024281922749139106, 0.048563845498278205)"
