,Top 25,Top 50,Top 100,Top 200
precision,"(0.008, 0.016)","(0.004, 0.008)","(0.002, 0.004)","(0.002, 0.0024494897427831783)"
recall,"(0.014285714285714285, 0.02857142857142857)","(0.014285714285714285, 0.02857142857142857)","(0.014285714285714285, 0.02857142857142857)","(0.02761904761904762, 0.033859788256440336)"
f1,"(0.010256410256410256, 0.020512820512820513)","(0.00625, 0.0125)","(0.003508771929824562, 0.007017543859649124)","(0.003729623994783743, 0.004567858542846314)"
ndcg,"(0.008114636582066886, 0.01622927316413377)","(0.008114636582066886, 0.01622927316413377)","(0.008114636582066886, 0.01622927316413377)","(0.012880342842798969, 0.01664010767287739)"
