,Top 50,Top 100,Top 200,Top N
precision,"(0.016, 0.014966629547095765)","(0.012, 0.0116619037896906)","(0.01, 0.007071067811865475)","(0.009375, 0.009110862335695783)"
recall,"(0.03107692307692308, 0.028870656260282835)","(0.04707692307692308, 0.04629312318733604)","(0.08016053511705687, 0.05625971761391513)","(0.04707692307692308, 0.04629312318733604)"
f1,"(0.021122807017543863, 0.01971217952295207)","(0.019123809523809526, 0.018628809468188408)","(0.017778201074998567, 0.012559983269086602)","(0.015635345047109752, 0.015224076378513734)"
ndcg,"(0.023742933229451414, 0.025221172423480702)","(0.03159380119290976, 0.03063291376184492)","(0.044767730782535785, 0.03375539333834067)","(0.03159380119290976, 0.03063291376184492)"
