,Top 25,Top 50,Top 100,Top 200
precision,"(0.032, 0.02993325909419153)","(0.02, 0.021908902300206645)","(0.01, 0.010954451150103323)","(0.006999999999999999, 0.006782329983125269)"
recall,"(0.04426470588235294, 0.03890921915999007)","(0.05426470588235294, 0.05503301934287341)","(0.05426470588235294, 0.05503301934287341)","(0.07479102167182664, 0.06658536791423718)"
f1,"(0.03705768486256291, 0.03371048566147659)","(0.029173612457194548, 0.0313074468931576)","(0.01686707928087238, 0.01825912792877887)","(0.012794381115194195, 0.012311893570177757)"
ndcg,"(0.041638051053254695, 0.04134852611221918)","(0.04731965263860099, 0.05067119054414099)","(0.04731965263860099, 0.05067119054414099)","(0.055246069352912854, 0.05448938730969753)"
